阿柏克茲亞	阿柏克兹亚
擺弄	摆弄
擺平	摆平
擺譜	摆谱
擺譜兒	摆谱儿
擺齊	摆齐
擺起	摆起
擺起來	摆起来
擺請兒	摆请儿
擺上	摆上
擺上來	摆上来
擺上去	摆上去
擺設	摆设
擺設兒	摆设儿
擺事實講道理	摆事实讲道理
擺飾	摆饰
擺手	摆手
擺搠	摆搠
擺槊	摆槊
擺攤	摆摊
擺攤兒	摆摊儿
擺攤子	摆摊子
擺脫	摆脱
擺脫不了	摆脱不了
擺脫到	摆脱到
擺脫危機	摆脱危机
擺尾	摆尾
擺尾搖頭	摆尾摇头
擺烏龍	摆乌龙
擺席	摆席
擺下	摆下
擺下來	摆下来
擺下去	摆下去
擺線	摆线
擺行陣	摆行阵
擺袖卻金	摆袖却金
擺樣	摆样
擺樣子	摆样子
擺夷	摆夷
擺雲鑼兒	摆云锣儿
擺在	摆在
擺在心上	摆在心上
擺在眼前	摆在眼前
擺站	摆站
擺長	摆长
擺針	摆针
擺陣	摆阵
擺振	摆振
擺制	摆制
擺置	摆置
擺鐘	摆钟
擺姿勢	摆姿势
擺子	摆子
拜表	拜表
拜別	拜别
拜冬	拜冬
拜斗	拜斗
拜覆	拜复
拜科努爾航天發射基地	拜科努尔航天发射基地
拜臺	拜台
拜託	拜托
拜岳	拜岳
拜占庭	拜占庭
拜占庭帝國	拜占庭帝国
拜占庭文化	拜占庭文化
敗兵折將	败兵折将
敗部復活	败部复活
敗壞門面	败坏门面
敗軍折將	败军折将
敗血膿毒症	败血脓毒症
敗血性休克	败血性休克
敗血症	败血症
敗葉	败叶
敗於	败于
敗於垂成	败于垂成
敗子回頭	败子回头
敗子回頭金不換	败子回头金不换
扳回	扳回
扳回一城	扳回一城
班艾伏列克	班艾伏列克
班艾佛列克	班艾佛列克
班別	班别
班代表	班代表
班克拉夫特	班克拉夫特
班克勞夫	班克劳夫
班克斯	班克斯
班蘭葉	班兰叶
班裏	班里
班師回朝	班师回朝
班遊	班游
斑岩	斑岩
搬出	搬出
搬出來	搬出来
搬出去	搬出去
搬鬥	搬斗
搬回	搬回
搬回來	搬回来
搬回去	搬回去
頒佈	颁布
頒出	颁出
頒發	颁发
頒發獎盃	颁发奖杯
頒發獎金	颁发奖金
頒發獎牌	颁发奖牌
頒發獎品	颁发奖品
頒發獎狀	颁发奖状
頒獎臺	颁奖台
板板六十四	板板六十四
板本	板本
板壁	板壁
板擦	板擦
板擦兒	板擦儿
板材	板材
板車	板车
板蕩	板荡
板凳	板凳
板凳區	板凳区
板兒	板儿
板房	板房
板斧	板斧
板鼓	板鼓
板規	板规
板胡	板胡
板畫	板画
板機	板机
板極	板极
板結	板结
板金	板金
板金工	板金工
板塊	板块
板塊構造	板块构造
板塊理論	板块理论
板藍根	板蓝根
板栗	板栗
板臉	板脸
板梁橋	板梁桥
板門店	板门店
板門店停戰村	板门店停战村
板皮	板皮
板起	板起
板起面孔	板起面孔
板橋	板桥
板橋國小	板桥国小
板橋國中	板桥国中
板橋市	板桥市
板橋中學	板桥中学
板球	板球
板上釘釘	板上钉钉
板式	板式
板式塔	板式塔
板書	板书
板刷	板刷
板條	板条
板條箱	板条箱
板鴨	板鸭
板牙	板牙
板煙	板烟
板岩	板岩
板眼	板眼
板油	板油
板羽球	板羽球
板着臉	板着脸
板紙	板纸
板滯	板滞
板樁	板桩
板狀	板状
板子	板子
版面	版面
版築	版筑
闆闆	板板
半板	半板
半保留複製	半保留复制
半杯	半杯
半島電視臺	半岛电视台
半導體廠	半导体厂
半點鐘	半点钟
半吊子	半吊子
半分鐘	半分钟
半個	半个
半個世紀	半个世纪
半價	半价
半價倍息	半价倍息
半價優待	半价优待
半徑範圍	半径范围
半老徐娘	半老徐娘
半里	半里
半路出家	半路出家
半面	半面
半面之交	半面之交
半面之舊	半面之旧
半秒鐘	半秒钟
半排出期	半排出期
半票價	半票价
半乾	半干
半日制	半日制
半日制學校	半日制学校
半乳糖血症	半乳糖血症
半塗而罷	半涂而罢
半托	半托
半夜裏	半夜里
半於	半于
半隻	半只
半製品	半制品
伴娘	伴娘
伴同	伴同
伴遊	伴游
扮裝皇后	扮装皇后
拌麪	拌面
拌折	拌折
拌種	拌种
拌嘴鬥舌	拌嘴斗舌
辦公室裏	办公室里
辦公檯	办公台
辦後事	办后事
辦伙	办伙
幫別	帮别
幫不了	帮不了
幫冬	帮冬
幫個場子	帮个场子
幫夥	帮伙
幫懶鑽閒	帮懒钻闲
幫閒鑽懶	帮闲钻懒
幫兇	帮凶
幫傭	帮佣
綁回	绑回
綁回來	绑回来
綁回去	绑回去
綁紮	绑扎
傍個影兒	傍个影儿
傍系	傍系
棒極了	棒极了
棒麴黴素	棒曲霉素
棒壇	棒坛
棒頭出孝子	棒头出孝子
棒下出孝子	棒下出孝子
棒針	棒针
棒針衫	棒针衫
棒狀桿菌	棒状杆菌
棒子麪	棒子面
包班制	包班制
包產到戶制	包产到户制
包承制	包承制
包乘制	包乘制
包待制	包待制
包谷花	包谷花
包穀	包谷
包裹表決	包裹表决
包伙	包伙
包髻團衫	包髻团衫
包價旅遊	包价旅游
包攬閒事	包揽闲事
包里斯	包里斯
包利克萊荳斯	包利克莱荳斯
包羅萬象	包罗万象
包皮環切術	包皮环切术
包乾	包干
包乾兒	包干儿
包乾制	包干制
包衣種子	包衣种子
包紮	包扎
包紮法	包扎法
包占	包占
包種茶	包种茶
包莊	包庄
包準	包准
孢子蟲	孢子虫
孢子葉	孢子叶
苞蟲	苞虫
苞葉	苞叶
胞芽杯	胞芽杯
胞子蟲	胞子虫
褒采一介	褒采一介
褒錄	褒录
褒善貶惡	褒善贬恶
褒賢遏惡	褒贤遏恶
褒讚	褒赞
薄板	薄板
薄惡	薄恶
薄幹	薄干
薄海同仇	薄海同仇
薄荷葉	薄荷叶
薄面	薄面
薄面含嗔	薄面含嗔
薄曲	薄曲
薄鬆鬆	薄松松
薄倖	薄幸
薄倖人	薄幸人
薄雲	薄云
保安團	保安团
保安責任制	保安责任制
保不準	保不准
保持克制	保持克制
保持聯繫	保持联系
保發	保发
保護範圍	保护范围
保護狀制	保护状制
保皇黨	保皇党
保甲制度	保甲制度
保結制度	保结制度
保麗龍板	保丽龙板
保留價格	保留价格
保留曲線	保留曲线
保留徵收	保留征收
保暖杯	保暖杯
保守黨	保守党
保稅工廠	保税工厂
保溫杯	保温杯
保險範圍	保险范围
保險桿	保险杆
保險櫃	保险柜
保險解開系統	保险解开系统
保修期	保修期
保養廠	保养厂
保障範圍	保障范围
保證價格	保证价格
保準	保准
飽嘗	饱尝
飽嚐	饱尝
飽當知人飢	饱当知人饥
飽漢不知餓漢飢	饱汉不知饿汉饥
飽合	饱合
飽和化合物	饱和化合物
飽暖生淫慾	饱暖生淫欲
飽暖思淫慾	饱暖思淫欲
飽人不知餓人飢	饱人不知饿人饥
飽學秀才	饱学秀才
寶貝團	宝贝团
寶豐	宝丰
寶豐縣	宝丰县
寶鋼集團	宝钢集团
寶鑑	宝鉴
寶卷	宝卷
寶里寶氣	宝里宝气
寶曆	宝历
寶山空回	宝山空回
寶山莊	宝山庄
寶誌	宝志
寶胄	宝胄
寶莊	宝庄
抱抱團	抱抱团
抱布貿絲	抱布贸丝
抱成一團	抱成一团
抱出	抱出
抱出來	抱出来
抱出籠	抱出笼
抱出去	抱出去
抱大足桿	抱大足杆
抱負水準	抱负水准
抱回	抱回
抱回家	抱回家
抱回來	抱回来
抱朴	抱朴
抱朴而長吟兮	抱朴而长吟兮
抱朴子	抱朴子
抱素懷樸	抱素怀朴
報表	报表
報表語言	报表语言
報表紙	报表纸
報仇	报仇
報仇雪恥	报仇雪耻
報仇雪恨	报仇雪恨
報出	报出
報出來	报出来
報出去	报出去
報導出來	报导出来
報復	报复
報復關稅	报复关税
報復性	报复性
報復主義	报复主义
報告出來	报告出来
報國盡忠	报国尽忠
報價	报价
報價單	报价单
報刊雜誌	报刊杂志
報錄人	报录人
報名表	报名表
報窮制裁	报穷制裁
報稅表	报税表
報臺	报台
報團	报团
報系	报系
報修	报修
報章雜誌	报章杂志
報值掛號	报值挂号
暴發	暴发
暴發出來	暴发出来
暴發戶	暴发户
暴君焚城錄	暴君焚城录
暴扣	暴扣
暴斂橫徵	暴敛横征
暴露出	暴露出
暴露出來	暴露出来
暴面	暴面
暴曬	暴晒
暴屍於市	暴尸于市
暴食症	暴食症
暴醃	暴腌
鮑德里亞	鲍德里亚
爆出	爆出
爆發	爆发
爆發出	爆发出
爆發出來	爆发出来
爆發力	爆发力
爆發星	爆发星
爆發性	爆发性
爆發音	爆发音
爆扣	爆扣
爆破術	爆破术
卑梁之釁	卑梁之衅
杯白乾	杯白干
杯杯	杯杯
杯壁	杯壁
杯佈	杯布
杯茶	杯茶
杯的	杯的
杯底	杯底
杯底不可飼金魚	杯底不可饲金鱼
杯墊	杯垫
杯碟	杯碟
杯蓋	杯盖
杯葛	杯葛
杯葛運動	杯葛运动
杯羹	杯羹
杯弓蛇影	杯弓蛇影
杯觥交錯	杯觥交错
杯和	杯和
杯後	杯后
杯換	杯换
杯酒	杯酒
杯酒戈矛	杯酒戈矛
杯酒解怨	杯酒解怨
杯酒釋兵權	杯酒释兵权
杯酒言歡	杯酒言欢
杯具	杯具
杯口	杯口
杯了	杯了
杯裏	杯里
杯麪	杯面
杯內	杯内
杯盤	杯盘
杯盤狼藉	杯盘狼藉
杯盤舞	杯盘舞
杯前	杯前
杯乾	杯干
杯上	杯上
杯蛇鬼車	杯蛇鬼车
杯身	杯身
杯是	杯是
杯水	杯水
杯水車薪	杯水车薪
杯水粒粟	杯水粒粟
杯水之謝	杯水之谢
杯臺	杯台
杯套	杯套
杯突	杯突
杯沿	杯沿
杯盞	杯盏
杯中	杯中
杯中物	杯中物
杯中之物	杯中之物
杯裝	杯装
杯狀	杯状
杯子	杯子
杯座	杯座
盃賽	杯赛
悲悲慼慼	悲悲戚戚
悲不自勝	悲不自胜
悲愴交響曲	悲怆交响曲
悲歌當哭	悲歌当哭
悲谷	悲谷
悲歡合散	悲欢合散
悲歡離合	悲欢离合
悲回風	悲回风
悲悽	悲凄
悲慼	悲戚
悲秋	悲秋
悲秋傷春	悲秋伤春
悲犬咸陽	悲犬咸阳
悲泗淋漓	悲泗淋漓
悲嘆	悲叹
悲痛欲絕	悲痛欲绝
悲喜交並	悲喜交并
悲咽	悲咽
悲鬱	悲郁
悲願	悲愿
悲筑	悲筑
揹榜	背榜
揹包	背包
揹包袱	背包袱
揹出來	背出来
揹出去	背出去
揹帶	背带
揹負	背负
揹回	背回
揹回家去	背回家去
揹饑荒	背饥荒
揹筐	背筐
揹來	背來
揹簍	背篓
揹你	背你
揹人	背人
揹他	背他
揹她	背她
揹我	背我
揹物	背物
揹向	背向
揹小孩	背小孩
揹債	背债
揹着	背着
揹走	背走
碑面	碑面
碑壇	碑坛
碑誌	碑志
北柴胡	北柴胡
北斗	北斗
北斗七星	北斗七星
北斗星	北斗星
北斗鎮	北斗镇
北迴	北回
北迴歸線	北回归线
北迴鐵路	北回铁路
北迴線	北回线
北極	北极
北極地區	北极地区
北極凍原	北极冻原
北極鋒	北极锋
北極光	北极光
北極海	北极海
北極狐	北极狐
北極鯨	北极鲸
北極區	北极区
北極圈	北极圈
北極犬	北极犬
北極星	北极星
北極星飛彈	北极星飞弹
北極熊	北极熊
北京國家游泳中心	北京国家游泳中心
北京汽車製造廠有限公司	北京汽车制造厂有限公司
北京師範大學	北京师范大学
北京藝術學院	北京艺术学院
北京中醫藥大學	北京中医药大学
北京週報	北京周报
北里	北里
北侖	北仑
北侖區	北仑区
北马里亞納	北马里亚纳
北面	北面
北面稱臣	北面称臣
北曲	北曲
北瓦茲里斯坦	北瓦兹里斯坦
北向	北向
北洋系	北洋系
北葉門	北叶门
北轅適楚	北辕适楚
北嶽	北岳
北征	北征
北周	北周
貝當	贝当
貝雕	贝雕
貝爾傑	贝尔杰
貝爾托內	贝尔托內
貝伽特症候羣	贝伽特症候群
貝卡谷地	贝卡谷地
貝克	贝克
貝克爾	贝克尔
貝克漢	贝克汉
貝克漢姆	贝克汉姆
貝克勒	贝克勒
貝克勒耳	贝克勒耳
貝克曼	贝克曼
貝克特	贝克特
貝克休斯	贝克休斯
貝里	贝里
貝里拉	贝里拉
貝里斯	贝里斯
貝理克	贝理克
貝那芬托	贝那芬托
貝娜齊爾布托	贝娜齐尔布托
貝奇馬克	贝奇马克
貝他係數	贝他系数
貝西克	贝西克
貝婭特麗克絲	贝娅特丽克丝
貝葉	贝叶
貝葉經	贝叶经
貝葉書	贝叶书
貝葉樹	贝叶树
貝葉棕	贝叶棕
貝冑	贝胄
背暗投明	背暗投明
背板	背板
背城借一	背城借一
背出	背出
背出來	背出来
背地裏	背地里
背風面	背风面
背後	背后
背膠布	背胶布
背梁骨	背梁骨
背面	背面
背前背後	背前背后
背山面水	背山面水
背痠	背酸
背向	背向
倍日並行	倍日并行
悖入悖出	悖入悖出
被動挨打	被动挨打
被動吸菸	被动吸烟
被發覺	被发觉
被發現	被发现
被髮	被发
被髮入山	被发入山
被髮文身	被发文身
被髮佯狂	被发佯狂
被髮陽狂	被发阳狂
被髮纓冠	被发缨冠
被髮左衽	被发左衽
被服廠	被服厂
被複	被复
被幹	被干
被拐	被拐
被害妄想症	被害妄想症
被扣	被扣
被裏	被里
被面	被面
被人揹	被人背
被頭散髮	被头散发
被窩裏	被窝里
被窩裏放屁	被窝里放屁
被災蒙禍	被灾蒙祸
被澤蒙庥	被泽蒙庥
備嘗	备尝
備嘗艱苦	备尝艰苦
備嘗艱辛	备尝艰辛
備嘗辛苦	备尝辛苦
備嘗憂患	备尝忧患
備抵折舊	备抵折旧
備忘錄	备忘录
備禦	备御
備註	备注
備註欄	备注栏
焙乾	焙干
輩出	辈出
輩子幹	辈子干
唄讚	呗赞
奔出	奔出
奔回	奔回
奔回來	奔回来
奔向	奔向
本報臺	本报台
本草藥學	本草药学
本廠	本厂
本當	本当
本黨	本党
本地管理界面	本地管理界面
本古里昂	本古里昂
本回	本回
本機振盪	本机振荡
本價	本价
本傑明	本杰明
本傑明富蘭克林	本杰明富兰克林
本科系	本科系
本來面目	本来面目
本壘板	本垒板
本里	本里
本期發生	本期发生
本期發生額	本期发生额
本色當行	本色当行
本所同仁	本所同仁
本臺	本台
本臺消息	本台消息
本同末異	本同末异
本團	本团
本位制	本位制
本系	本系
本係	本系
本願	本愿
本徵	本征
本徵向量	本征向量
本徵值	本征值
本志	本志
本週	本周
本週二	本周二
本週六	本周六
本週三	本周三
本週四	本周四
本週五	本周五
本週一	本周一
苯並噻吩	苯并噻吩
苯酮尿症	苯酮尿症
畚斗	畚斗
笨蛋掛	笨蛋挂
崩症	崩症
絣扒吊拷	絣扒吊拷
繃巴吊拷	绷巴吊拷
繃扒吊拷	绷扒吊拷
繃場面	绷场面
繃帶	绷带
繃價	繃价
繃緊	绷紧
繃開	绷开
繃臉	绷脸
繃爬吊拷	绷爬吊拷
繃針	繃针
繃住	绷住
繃子	绷子
迸出	迸出
迸發	迸发
迸發出	迸发出
蹦出	蹦出
蹦出來	蹦出来
逼併	逼并
逼出	逼出
逼出來	逼出来
逼出去	逼出去
逼回	逼回
逼回來	逼回来
逼回去	逼回去
逼了	逼了
逼上梁山	逼上梁山
逼下臺	逼下台
逼向	逼向
鼻出血	鼻出血
鼻樑	鼻梁
鼻樑兒	鼻梁儿
鼻樑骨	鼻梁骨
鼻頭出火	鼻头出火
鼻無梁柱	鼻无梁柱
鼻菸	鼻烟
鼻菸盒	鼻烟盒
鼻菸壺	鼻烟壶
鼻咽	鼻咽
鼻針療法	鼻针疗法
鼻中出火	鼻中出火
鼻準	鼻准
鼻子裏笑	鼻子里笑
鼻子上掛鯗魚	鼻子上挂鲞鱼
比表面	比表面
比並	比并
比不了	比不了
比才	比才
比出	比出
比桿賽	比杆赛
比干	比干
比個	比个
比個大哥二哥	比个大哥二哥
比個高低	比个高低
比個高下	比个高下
比合	比合
比劃	比划
比價	比价
比較規範	比较规范
比了	比了
比例代表制	比例代表制
比上不足比下有餘	比上不足比下有余
比舍	比舍
比什凱克	比什凯克
比手劃腳	比手划脚
比喻失當	比喻失当
比約克曼	比约克曼
比衆不同	比众不同
比周	比周
彼此剋制	彼此克制
彼得後書	彼得后书
彼得里皿	彼得里皿
秕穀	秕谷
俾資挹注	俾资挹注
筆參造化	笔参造化
筆桿	笔杆
筆桿子	笔杆子
筆管麪	笔管面
筆劃	笔划
筆劃檢字表	笔划检字表
筆跡鑑定	笔迹鉴定
筆據	笔据
筆捲	笔卷
筆力萬鈞	笔力万钧
筆錄	笔录
筆掃千軍	笔扫千军
筆勝於刀文比武強	笔胜于刀文比武强
筆禿墨乾	笔秃墨干
筆致	笔致
必備良藥	必备良药
必當	必当
必勝	必胜
必勝客	必胜客
必死之症	必死之症
必修	必修
必修科	必修科
必修課	必修课
必修課程	必修课程
必須	必须
庇里牛斯	庇里牛斯
庇里牛斯山	庇里牛斯山
庇廕	庇荫
畢翠克絲	毕翠克丝
畢力同心	毕力同心
畢其功於一役	毕其功于一役
畢生發展	毕生发展
畢昇	毕升
畢宿星團	毕宿星团
畢業於	毕业于
畢於	毕于
婢僕	婢仆
敝舍	敝舍
敝帚千金	敝帚千金
閉合	闭合
閉合電路	闭合电路
閉卷	闭卷
閉卷考	闭卷考
閉卷考試	闭卷考试
閉門家裏坐禍從天上來	闭门家里坐祸从天上来
閉面	闭面
閉一隻眼	闭一只眼
弼針	弼针
幣別	币别
幣制	币制
弊惡	弊恶
弊倖	弊幸
弊帚千金	弊帚千金
碧波盪漾	碧波荡漾
碧波萬頃	碧波万顷
碧雞漫志	碧鸡漫志
碧娜芝．布托	碧娜芝．布托
碧瓦朱甍	碧瓦朱甍
碧眼胡	碧眼胡
碧眼金髮	碧眼金发
碧眼紫鬚	碧眼紫须
碧雲	碧云
碧雲寺	碧云寺
蔽面	蔽面
蔽形術	蔽形术
壁立千仞	壁立千仞
壁誌	壁志
壁鐘	壁钟
嬖倖	嬖幸
觱發	觱发
避不見面	避不见面
避惡	避恶
避風臺	避风台
避了	避了
避雷針	避雷针
避暑勝地	避暑胜地
避向	避向
避凶就吉	避凶就吉
避凶趨吉	避凶趋吉
避孕藥	避孕药
斃而後已	毙而后已
臂一捲	臂一卷
髀肉復生	髀肉复生
璧合	璧合
璧合珠連	璧合珠连
璧合珠聯	璧合珠联
璧回	璧回
璧爐臺	璧炉台
躄出	躄出
砭灸術	砭灸术
砭鍼	砭针
編採	编采
編出	编出
編出來	编出来
編髮	编发
編個	编个
編構出	编构出
編了	编了
編列出	编列出
編錄	编录
編碼表	编码表
編碼系統	编码系统
編目表格	编目表格
編目記錄	编目记录
編目記錄輸入	编目记录输入
編曲	编曲
編算出	编算出
編寫出	编写出
編修	编修
編選出	编选出
編餘	编余
編餘人員	编余人员
編造出	编造出
編織出	编织出
編制	编制
編制法	编制法
編製	编制
編製成	编制成
編鐘	编钟
編注	编注
邊幅不修	边幅不修
邊核	边核
邊境衝突	边境冲突
邊修	边修
鞭蟲	鞭虫
鞭毛蟲	鞭毛虫
鞭辟近裏	鞭辟近里
鞭辟入裏	鞭辟入里
鞭屍	鞭尸
扁鏟	扁铲
扁擔壓不出個屁來	扁担压不出个屁来
扁擬穀盜蟲	扁拟谷盗虫
扁鍬形蟲	扁锹形虫
匾扎	匾扎
貶價	贬价
卞梁	卞梁
卞莊	卞庄
卞莊子	卞庄子
汴梁	汴梁
便喫乾	便吃干
便當	便当
便當店	便当店
便當盒	便当盒
便了	便了
便面	便面
便辟	便辟
便籤	便签
便須	便须
便藥	便药
便宜不過當家	便宜不过当家
便益不失當家	便益不失当家
便於	便于
遍佈	遍布
遍歷	遍历
遍於	遍于
辨別	辨别
辨別出來	辨别出来
辨別力	辨别力
辨別是非	辨别是非
辨出	辨出
辨復	辨复
辨姦論	辨奸论
辨認出	辨认出
辨認出來	辨认出来
辨識出	辨识出
辨向	辨向
辨折	辨折
辨志	辨志
辮髮	辫发
辮穗頭	辫穗头
辯別	辩别
辯才	辩才
辯才天	辩才天
辯才無礙	辩才无碍
辯鬥	辩斗
辯論術	辩论术
變暗	变暗
變不出花樣	变不出花样
變不了	变不了
變醜	变丑
變出	变出
變出來	变出来
變動匯率	变动汇率
變個	变个
變化範圍	变化范围
變化萬端	变化万端
變回	变回
變回來	变回来
變回去	变回去
變價	变价
變盡方法	变尽方法
變了	变了
變了又變	变了又变
變魔術	变魔术
變鬆	变松
變速桿	变速杆
變相加價	变相加价
變形蟲	变形虫
變性氣團	变性气团
變性手術	变性手术
變修	变修
變異係數	变异系数
變異型克雅氏症	变异型克雅氏症
變髒	变脏 变髒
變造出	变造出
變徵	变征
變徵之聲	变征之声
變徵之音	变征之音
變質岩	变质岩
變種	变种
